Study_Location,Site / Sampling_Area,Species_Name,Habitat_Type,MP_Presence,MP_Count (items/individual),MP_Type,MP_Structure,MP_Color,Polymer_Type,Source_Suspected,Dominant_Risk_Type,Author
"Metro Manila, Philippines",Taguig City,,Atmospheric (urban air),Yes,,Fiber,Filamentous,Black,Polyester,"Textile fibers, dust",Human health (inhalation risk),Romarate et al. (2023)
"Metro Manila, Philippines",Pasay City,,Atmospheric (urban air),Yes,,Fiber,Filamentous,"Black, Blue",Polyester,"Clothing fibers, pollution",Human health (respiratory hazard),Romarate et al. (2023)
"Metro Manila, Philippines",Pateros Municipality,,Atmospheric (urban air),Yes,,Fiber,Filamentous,Black,Polyester,Local textile emissions,Human health (airborne exposure),Romarate et al. (2023)
"Borongan City, Eastern Samar, Philippines",Brgy. Tabunan,Abudefduf vaigiensis,Onshore (coastal),Yes,1,Microfragment,Irregular (“Other Shape”),Red,,"Secondary breakdown of plastics, fishing gear",Ecological; Food safety,Nibalvos et al. (2024)
"Borongan City, Eastern Samar, Philippines",Brgy. Maypangdan,Dascyllus trimaculatus,Onshore (coastal),Yes,1,Microfragment,Irregular (“Other Shape”),Red,,"Fishing debris, domestic plastic litter",Ecological,Nibalvos et al. (2024)
"Borongan City, Eastern Samar, Philippines","Offshore, Eastern Samar waters",Katsuwonus pelamis,Offshore (marine pelagic),Yes,1,Microfragment,Irregular (“Other Shape”),Transparent/White,,"Marine litter, packaging debris",Ecological; Food safety,Nibalvos et al. (2024)
"Borongan City, Eastern Samar, Philippines",Brgy. Tabunan,Neoglyphidodon nigroris,Onshore (coastal reef),Yes,1,Microfiber,Filamentous,Blue,,"Textile fibers, synthetic ropes",Food safety; Ecological,Nibalvos et al. (2024)
"Borongan City, Eastern Samar, Philippines",Brgy. Maypangdan,Paracirrhites forsteri,Onshore (coastal),Yes,1,Microfragment,Irregular (“Other Shape”),Transparent/White,,Secondary plastics from packaging,Ecological,Nibalvos et al. (2024)
"Borongan City, Eastern Samar, Philippines",Combined sampling (Tabunan & Maypangdan),"Multiple species (n = 31; 9 offshore, 22 onshore)",Marine/Coastal,Yes,5 MPs total (0.16 MPs/species),"Microfragment (80%), Microfiber (20%)","Irregular, Filamentous","Red, Transparent/White, Blue",,"Household waste, discarded fishing nets, single-use plastics",Ecological; Food web contamination,Nibalvos et al. (2024)
"Borongan City, Eastern Samar, Philippines",Local wet market (Tabunan),Onshore fish composite sample,Coastal (market fish),Yes,,Fragment,Irregular,Red,,Secondary degradation of plastics,Ecological,Nibalvos et al. (2024)
"Borongan City, Eastern Samar, Philippines",Local wet market (Maypangdan),Offshore fish composite sample,Marine,Yes,,Microfragment,Irregular,Transparent,,"Marine litter, fishing gear",Ecological,Nibalvos et al. (2024)
"Puerto Princesa City, Palawan, Philippines",Honda Bay Beach (HB),,Coastal (beach sand),Yes,616.67 ± 119.05 items/m²,"Fiber, Fragment, Film, Foam, Pellet","Irregular, Angular, Filamentous","Blue, Transparent, White, Black, Red","PP, PE, PVC, PET, PS","Tourism activity, fishing gear, domestic litter",Ecological; Habitat contamination,Requilman et al. (2024)
"Puerto Princesa City, Palawan, Philippines",BM Beach (BM),,Coastal (beach sand),Yes,241.67 ± 41.63 items/m²,"Fiber, Fragment, Film","Filamentous, Angular","Blue, Transparent, Black","PP, PE","Tourism, beachgoers’ litter, coastal wind deposition",Ecological,Requilman et al. (2024)
"Puerto Princesa City, Palawan, Philippines",Pristine Beach (PR),,Coastal (beach sand),Yes,408.33 ± 113.63 items/m²,"Fiber, Fragment, Film","Irregular, Filamentous","Blue, Transparent, White","PP, PE, PVC","Urban runoff, tourism",Ecological,Requilman et al. (2024)
"Puerto Princesa City, Palawan, Philippines",Sabang Beach (SB),,Coastal (beach sand),Yes,550.00 ± 56.12 items/m²,"Fiber, Fragment, Film, Pellet","Irregular, Filamentous","Blue, Transparent, Red","PP, PE","Tourism, packaging, fishing",Ecological,Requilman et al. (2024)
"Puerto Princesa City, Palawan, Philippines",Tagkawayan Beach (TG),,Coastal (beach sand),Yes,191.67 ± 25.17 items/m²,"Fiber, Fragment, Film",Filamentous,"Blue, Transparent, White","PP, PE","Coastal litter, household plastics",Ecological,Requilman et al. (2024)
"Puerto Princesa City, Palawan, Philippines",Sabang Port Area (SP),,Coastal (port/beach sand),Yes,683.33 ± 70.13 items/m²,"Fiber, Fragment, Film, Pellet","Angular, Filamentous","Blue, Transparent, Black","PP, PE, PET","Port waste, vessel discharge, packaging",Ecological; Marine traffic,Requilman et al. (2024)
"Puerto Princesa City, Palawan, Philippines",Nagtabon Beach (NB),,Coastal (beach sand),Yes,233.33 ± 30.55 items/m²,"Fiber, Fragment, Film","Filamentous, Irregular","Blue, Transparent, White","PP, PE","Tourism, local waste",Ecological,Requilman et al. (2024)
"Puerto Princesa City, Palawan, Philippines",Combined sampling (HB–NB),,Coastal beaches (composite),Yes,418.05 ± 143.28 items/m²,"Fiber (dominant), Fragment, Film, Pellet, Foam","Filamentous, Angular","Blue (33%), Transparent (22%), White (17%), Black (13%), Red (11%)","PP (41.7%), PE (27.8%), PET (13.9%), PVC (8.3%), PS (8.3%)","Tourism, household waste, packaging debris",Ecological; Habitat degradation,Requilman et al. (2024)
"Brooke’s Point, Palawan, Philippines",Barangay Poblacion,,Coastal (surface water),Yes,0.043 ± 0.012 items/m³,"Fiber, Fragment, Film","Filamentous, Irregular","Blue, Transparent, Black","PE, PP, PET","Domestic waste, fishing, port activity",Ecological,Panaligan et al. (2024)
"Brooke’s Point, Palawan, Philippines",Barangay Maasin,,Coastal (surface water),Yes,0.058 ± 0.008 items/m³,"Fiber, Fragment",Filamentous,"Blue, Transparent","PE, PP","Fishing gear, textile fibers, household waste",Ecological,Panaligan et al. (2024)
"Brooke’s Point, Palawan, Philippines",Barangay Calasaguen,,Coastal (surface water),Yes,0.076 ± 0.014 items/m³,"Fiber, Fragment, Film","Filamentous, Angular","Blue, Transparent, Red","PE, PP, PET","Household waste, tourism, fishing",Ecological; Food web,Panaligan et al. (2024)
"Brooke’s Point, Palawan, Philippines",Barangay Samariñana,,Coastal (surface water),Yes,0.031 ± 0.007 items/m³,"Fiber, Fragment","Filamentous, Irregular","Blue, Transparent","PE, PP","Coastal runoff, domestic litter",Ecological,Panaligan et al. (2024)
"Brooke’s Point, Palawan, Philippines",Barangay Tubtub,,Coastal (surface water),Yes,0.061 ± 0.009 items/m³,"Fiber, Fragment",Filamentous,"Blue, Transparent","PE, PP","Local fishing, household waste",Ecological,Panaligan et al. (2024)
"Brooke’s Point, Palawan, Philippines",Barangay Pangobilian,,Coastal (surface water),Yes,0.045 ± 0.010 items/m³,"Fiber, Fragment, Film",Filamentous,"Blue, Transparent, Red","PE, PP, PET","Fishing gear, packaging debris",Ecological; Food web contamination,Panaligan et al. (2024)
"Brooke’s Point, Palawan, Philippines",Barangay Buligay,,Coastal (surface water),Yes,0.034 ± 0.008 items/m³,"Fiber, Fragment",Filamentous,"Blue, Transparent","PE, PP",Household and tourism waste,Ecological,Panaligan et al. (2024)
"Brooke’s Point, Palawan, Philippines",Barangay Abo-Abo,,Coastal (surface water),Yes,0.057 ± 0.011 items/m³,"Fiber, Fragment, Film",Filamentous,"Blue, Transparent, Red","PE, PP, PET","Fishing, boat discharge, domestic plastic",Ecological,Panaligan et al. (2024)
"Brooke’s Point, Palawan, Philippines",Combined coastal sampling (Poblacion–Abo-Abo),,Coastal (surface water),Yes,0.051 ± 0.016 items/m³ (average),"Fiber (dominant), Fragment, Film","Filamentous, Irregular","Blue (39.3%), Transparent (34.7%), Red (11.3%), Black (9.3%)","PE (40%), PP (33%), PET (27%)","Coastal tourism, household waste, fishing",Ecological; Potential food chain transfer,Panaligan et al. (2024)
"Baler, Aurora, Philippines",Brgy. Reserva – Freshwater Fishponds,Oreochromis niloticus (Nile Tilapia),Freshwater,Present,108.17 ± 44.23 items pc⁻¹,"Fragments, Fibers, Filaments, Pellets","Irregular, Rounded, Elongated","Black, White, Gray","Rayon, Polyethylene, Polypropylene","Aquaculture facilities, Household runoff, Feed and equipment use",Ingestion & bioaccumulation in fish tissues,Hapal E. et al. (2024)
"Baler, Aurora, Philippines",Brgy. Reserva – Freshwater Fishponds (Water),—,Freshwater (Water),Present,58.67 ± 22.01 items mL⁻¹,"Fragments, Fibers",Irregular,"Black, White","Rayon, Polyethylene","Surface runoff, domestic inputs",Habitat contamination,Hapal E. et al. (2024)
"Baler, Aurora, Philippines",Brgy. Reserva – Freshwater Fishponds (Sediments),—,Freshwater (Sediment),Present,51.92 ± 27.87 items g⁻¹,Fragments,"Irregular, Rounded","White, Gray",Polyethylene,Settled aquaculture and household waste,Sediment accumulation,Hapal E. et al. (2024)
"Baler, Aurora, Philippines",Brgy. Zabali – Marine Cages,Chanos chanos (Milkfish),Marine,Present,168 ± 94.00 items pc⁻¹,"Fibers, Fragments, Plastic Foam","Irregular, Elongated","White, Blue, Red","Polypropylene, Nylon","Fishing gear, Marine debris, Tourism-related waste",Ingestion & trophic transfer,Hapal E. et al. (2024)
"Baler, Aurora, Philippines",Brgy. Zabali – Marine Cages (Water),—,Marine (Water),Present,69.5 ± 43.17 items mL⁻¹,"Fibers, Fragments",Irregular,White,Polypropylene,"Fishing port runoff, Plastic debris",Waterborne contamination,Hapal E. et al. (2024)
"Baler, Aurora, Philippines",Brgy. Zabali – Marine Cages (Sediment),—,Marine (Sediment),Present,51.67 ± 23.77 items g⁻¹,"Fragments, Fibers","Irregular, Elongated","White, Black","Polypropylene, Nylon","Fishing equipment, rope debris",Benthic accumulation,Hapal E. et al. (2024)
"Baler, Aurora, Philippines",Combined (Freshwater & Marine),—,Both,Present,Range: 51–168 items (varied),"Fragments, Fibers",Irregular,"White, Black","Rayon, PE, PP, Nylon","Aquaculture, fishing, tourism",Food chain transfer,Hapal E. et al. (2024)
"Baybay City, Leyte, Philippines",Site SP1,,Coastal (surface water),Yes,150.00 ± 25.00 items/L,"Fiber, Film, Fragment, Flake","Filamentous, Irregular","Blue, Transparent, Black","PS, PETE, PP","Coastal settlements, domestic waste, fishing debris",Ecological,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP2,,Coastal (surface water),Yes,216.67 ± 28.90 items/L,"Fiber, Film, Fragment",Filamentous,"Blue, White","PETE, PP","Urban runoff, fishing gear",Ecological; Water quality degradation,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP3,,Coastal (surface water),Yes,166.67 ± 20.40 items/L,"Fiber, Fragment","Filamentous, Angular","Blue, Transparent","PS, PETE, PP","Household litter, marine traffic",Ecological,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP4,,Coastal (surface water),Yes,50.00 ± 10.00 items/L,"Fiber, Fragment","Filamentous, Irregular","Blue, Transparent",PP,"Coastal drainage, domestic waste",Ecological,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP5,,Coastal (surface water),Yes,216.67 ± 28.90 items/L,"Fiber, Film, Fragment, Flake",Irregular,"Blue, Transparent, White","PS, PETE, PP","Fishing activity, packaging litter",Ecological; Food web impact,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP6,,Coastal (surface water),Yes,183.33 ± 18.00 items/L,"Fiber, Fragment",Filamentous,"Blue, Transparent, Black","PP, PETE",Urban stormwater runoff,Ecological,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP7,,Coastal (sediment),Yes,233.33 ± 57.70 items/kg,"Fiber, Film, Fragment",Irregular,"Blue, Transparent","PP, PETE",Domestic and shoreline waste,Ecological,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP8,,Coastal (sediment),Yes,400.00 ± 45.00 items/kg,"Fiber, Fragment, Flake",Filamentous,"Blue, White","PP, PS",Coastal erosion and litter deposition,Ecological,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP9,,Coastal (sediment),Yes,516.67 ± 28.90 items/kg,"Fiber, Film, Fragment, Flake","Filamentous, Angular","Blue, Transparent","PS, PETE, PP","Tourism, fishing debris",Ecological,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Site SP10,,Coastal (sediment),Yes,266.67 ± 25.50 items/kg,"Fiber, Fragment",Filamentous,"Transparent, Black","PETE, PP","Riverine inflow, waste disposal",Ecological,Abu Sayed Al Helal et al. (2025)
"Baybay City, Leyte, Philippines",Combined (SP1–SP10),,Coastal (water and sediment),Yes,Water: 50.0–216.67 items/L; Sediment: 233.3–516.67 items/kg,"Fiber (dominant), Film, Fragment, Flake","Filamentous, Irregular","Blue (45%), Transparent (28%), White (15%), Black (12%)","PS (30%), PETE (25%), PP (20%), ABS, EVA, PA","Domestic waste, tourism, fishing, runoff","Ecological; High-risk (PL > 1, PRI: Level III)",Abu Sayed Al Helal et al. (2025)
"Sorsogon Bay, Philippines",Bucal-Bucalan,Perna viridis (Green Mussel),Coastal / Marine,Yes,0.44 items individual⁻¹ (0.05 items g⁻¹ wet wt),"Fragments (67%), Fibers (21%), Pellets (12%)","Irregular, Filamentous",,"PP (53%), PS (38%), PAM (9%)","Degraded plastics, Styrofoam boxes, fishing debris","Food safety, bioaccumulation",Arciga et al. (2025)
"Sorsogon Bay, Philippines",Rompeolas,Atrina pectinata (Pen Shell),Coastal / Marine,Yes,0.06 items individual⁻¹ (0.002 items g⁻¹ wet wt),"Fragments (67%), Fibers (22%), Pellets (11%)",Irregular,,"PP, PS, PAM",Fishing and aquaculture waste,Ecological,Arciga et al. (2025)
"Sorsogon Bay, Philippines",Casiguran,Paphia undulata (Carpet Shell),Coastal / Marine,Yes,0.07 items individual⁻¹ (0.003 items g⁻¹ wet wt),"Fragments (90%), Pellets (10%)","Angular, Irregular",,"PP, PS","Domestic waste, wastewater runoff",Food safety,Arciga et al. (2025)
"Sorsogon Bay, Philippines",Combined sampling sites,Perna viridis,Marine (filter-feeding habitat),Yes,0.44 ± 0.05 items individual⁻¹,"Fragments (70.1%), Fibers (18.4%), Pellets (11.5%)",Irregular,,"PP (53%), PS (38%), PAM (9%)","Styrofoam degradation, packaging, domestic waste",Food safety; human exposure,Arciga et al. (2025)
"Sorsogon Bay, Philippines",Combined (All bivalve species),"Atrina pectinata, Paphia undulata, Perna viridis",Marine,Yes,Range: 0.06–0.44 items individual⁻¹,Fragments dominant,"Irregular, Filamentous",,"PP, PS, PAM","Coastal runoff, aquaculture waste, fishing gear","Ecological, food chain transfer",Arciga et al. (2025)
"Sorsogon Bay, Philippines",Bucal-Bucalan,Perna viridis,Marine,Yes,"45 fragments, 2 fibers, 1 pellet total",Fragments (dominant),Irregular,,"PP, PS","Coastal litter, aquaculture activity",Food safety,Arciga et al. (2025)
"Sorsogon Bay, Philippines",Rompeolas,Atrina pectinata,Marine,Yes,9 total MPs recovered,"Fragments, Fibers, Pellets",Irregular,,PP,Fishing port waste,Ecological,Arciga et al. (2025)
"Sorsogon Bay, Philippines",Casiguran,Paphia undulata,Marine,Yes,11 total MPs recovered,"Fragments (major), Pellets (minor)",Irregular,,PS,Coastal domestic inputs,Food safety,Arciga et al. (2025)
"Sorsogon Bay, Philippines",Entire bay (all species combined),,Marine,Yes,"Total MPs isolated: 87 particles (67 from P. viridis, 9 from A. pectinata, 11 from P. undulata)","Fragments (70.1%), Fibers (18.4%), Pellets (11.5%)",Irregular,,"PP, PS, PAM","Household litter, aquaculture, fishing waste",Ecological; seafood contamination,Arciga et al. (2025)
"Capiz, Philippines",Pontevedra (Site 1),Chanos chanos (Milkfish),Brackish water pond,Yes,61 (Water Column),"Fiber, Fragment, Pellet",Irregular,"Black, Blue, Red, Yellow, Transparent",,"Aquaculture nets, packaging waste","Ecological, Food safety",Lantoria & Pimentel (2025)
"Capiz, Philippines",Pontevedra (Site 1),Chanos chanos (Milkfish) Gills,Brackish water pond,Yes,25.67 (4.38 particles/g),"Fiber, Fragment",Filamentous,Black,,"Aquaculture gear, wastewater",Bioaccumulation,Lantoria & Pimentel (2025)
"Capiz, Philippines",Pontevedra (Site 1),Chanos chanos (Milkfish) GIT,Brackish water pond,Yes,4.33 (0.37 particles/g),Fiber,Filament,"Blue, Red",,Ingestion from contaminated prey,Food safety,Lantoria & Pimentel (2025)
"Capiz, Philippines",Pontevedra (Site 1),Chanos chanos (Milkfish) Tissue,Brackish water pond,Yes,9.33 (0.19 particles/g),Fiber,Filament,Black,,Fiber from nets and feed bags,Human health,Lantoria & Pimentel (2025)
"Capiz, Philippines",Roxas City (Site 2),Chanos chanos (Milkfish),Brackish water pond,Yes,109 (Water Column),"Fiber, Fragment, Pellet",Irregular,"Black, Blue",,"Urban runoff, aquaculture nets",Ecological,Lantoria & Pimentel (2025)
"Capiz, Philippines",Roxas City (Site 2),Chanos chanos (Milkfish) Gills,Brackish water pond,Yes,22.67 (1.21 particles/g),"Fiber, Fragment",Filament,"Black, Blue",,"Wastewater, fishery debris",Bioaccumulation,Lantoria & Pimentel (2025)
"Capiz, Philippines",Roxas City (Site 2),Chanos chanos (Milkfish) GIT,Brackish water pond,Yes,22.00 (0.59 particles/g),"Fiber, Fragment",Filament,Blue,,Ingestion via prey or suspended MPs,Food safety,Lantoria & Pimentel (2025)
"Capiz, Philippines",Roxas City (Site 2),Chanos chanos (Milkfish) Tissue,Brackish water pond,Yes,20.67 (0.41 particles/g),Fiber,Filament,Black,,"Contaminated feed, aquaculture waste",Human health,Lantoria & Pimentel (2025)
"Capiz, Philippines",Ivisan (Site 3),Chanos chanos (Milkfish),Brackish water pond,Yes,59 (Water Column),"Fiber, Fragment, Pellet",Irregular,"Black, Blue",,Local waste runoff,Ecological,Lantoria & Pimentel (2025)
"Capiz, Philippines",Ivisan (Site 3),Chanos chanos (Milkfish) Gills,Brackish water pond,Yes,6.67 (0.47 particles/g),Fiber,Filament,Black,,Aquaculture activity,Bioaccumulation,Lantoria & Pimentel (2025)
